customer_key,customer_type,connection_count
CUST_0376,individual,1
CUST_0377,individual,1
CUST_0378,individual,2
CUST_0379,individual,1
CUST_0380,individual,1
CUST_0381,individual,1
CUST_0382,individual,1
CUST_0383,individual,1
CUST_0384,individual,3
CUST_0385,individual,1
CUST_0386,individual,1
CUST_0387,business,1
CUST_0388,individual,1
CUST_0389,individual,1
CUST_0390,individual,1
CUST_0391,individual,1
CUST_0392,individual,1
CUST_0393,individual,1
CUST_0394,individual,2
CUST_0395,individual,1
CUST_0396,business,2
CUST_0397,individual,1
CUST_0398,individual,1
CUST_0399,individual,1
CUST_0400,individual,1
CUST_0401,individual,1
CUST_0402,individual,1
CUST_0403,individual,1
CUST_0404,individual,1
CUST_0405,individual,2
CUST_0406,individual,1
CUST_0407,individual,2
CUST_0408,individual,1
CUST_0409,individual,2
CUST_0410,individual,1
CUST_0411,individual,1
CUST_0412,individual,1
CUST_0413,individual,1
CUST_0414,individual,1
CUST_0415,individual,1
CUST_0416,individual,1
CUST_0417,individual,1
CUST_0418,individual,1
CUST_0419,individual,1
CUST_0420,individual,1
CUST_0421,business,1
CUST_0422,individual,1
CUST_0423,individual,1
CUST_0424,individual,1
CUST_0425,individual,1
CUST_0426,individual,1
CUST_0427,individual,1
CUST_0428,individual,1
CUST_0429,individual,1
CUST_0430,individual,1
CUST_0431,individual,2
CUST_0432,individual,1
CUST_0433,business,3
CUST_0434,individual,1
CUST_0435,individual,1
CUST_0436,individual,1
CUST_0437,individual,1
CUST_0438,individual,1
CUST_0439,individual,1
CUST_0440,individual,1
CUST_0441,individual,2
CUST_0442,individual,1
CUST_0443,individual,1
CUST_0444,individual,1
CUST_0445,individual,1
CUST_0446,individual,1
CUST_0447,individual,1
CUST_0448,individual,1
CUST_0449,individual,1
CUST_0450,individual,1
CUST_0451,individual,1
CUST_0452,individual,1
CUST_0453,individual,1
CUST_0454,individual,1
CUST_0455,individual,1
CUST_0456,individual,1
CUST_0457,individual,1
CUST_0458,individual,1
CUST_0459,individual,1
CUST_0460,individual,1
CUST_0461,individual,1
CUST_0462,individual,1
CUST_0463,individual,1
CUST_0464,individual,1
CUST_0465,individual,1
CUST_0466,individual,1
CUST_0467,individual,1
CUST_0468,individual,1
CUST_0469,individual,1
CUST_0470,individual,3
CUST_0471,individual,1
CUST_0472,individual,1
CUST_0473,individual,1
CUST_0474,individual,2
CUST_0475,individual,1
CUST_0476,individual,1
CUST_0477,individual,1
CUST_0478,individual,1
CUST_0479,individual,1
CUST_0480,individual,3
CUST_0481,individual,1
CUST_0482,individual,1
CUST_0483,individual,1
CUST_0484,individual,1
CUST_0485,individual,1
CUST_0486,individual,1
CUST_0487,individual,1
CUST_0488,individual,1
CUST_0489,individual,1
CUST_0490,individual,1
CUST_0491,individual,1
CUST_0492,individual,1
CUST_0493,individual,1
CUST_0494,individual,1
CUST_0495,individual,1
CUST_0496,individual,1
CUST_0497,individual,1
CUST_0498,individual,1
CUST_0499,individual,1
CUST_0500,individual,1
CUST_0501,individual,1
CUST_0502,individual,1
CUST_0503,individual,1
CUST_0504,individual,1
CUST_0505,individual,1
CUST_0506,individual,1
CUST_0507,individual,1
CUST_0508,individual,1
CUST_0509,individual,1
CUST_0510,individual,2
CUST_0511,individual,1
CUST_0512,individual,1
CUST_0513,individual,1
CUST_0514,individual,1
CUST_0515,individual,1
CUST_0516,individual,1
CUST_0517,individual,1
CUST_0518,individual,1
CUST_0519,individual,1
CUST_0520,individual,1
CUST_0521,individual,8
CUST_0522,individual,1
CUST_0523,individual,1
CUST_0524,individual,1
CUST_0525,individual,1
CUST_0526,individual,1
CUST_0527,individual,1
CUST_0528,individual,1
CUST_0529,individual,1
CUST_0530,individual,1
CUST_0531,individual,1
CUST_0532,individual,1
CUST_0533,individual,1
CUST_0534,business,1
CUST_0535,individual,1
CUST_0536,individual,1
CUST_0537,individual,1
CUST_0538,individual,1
CUST_0539,business,1
CUST_0540,individual,1
CUST_0541,individual,1
CUST_0542,individual,1
CUST_0543,individual,1
CUST_0544,individual,2
CUST_0545,individual,1
CUST_0546,individual,1
CUST_0547,individual,1
CUST_0548,individual,1
CUST_0549,individual,1
CUST_0550,individual,1
CUST_0551,individual,1
CUST_0552,individual,1
CUST_0553,individual,1
CUST_0554,individual,1
CUST_0555,individual,1
CUST_0556,individual,1
CUST_0557,individual,1
CUST_0558,individual,1
CUST_0559,individual,1
CUST_0560,individual,1
CUST_0561,individual,1
CUST_0562,individual,1
CUST_0563,individual,1
CUST_0564,individual,3
CUST_0565,individual,1
CUST_0566,individual,1
CUST_0567,individual,1
CUST_0568,individual,1
CUST_0569,individual,1
CUST_0570,individual,1
CUST_0571,individual,1
CUST_0572,individual,1
CUST_0573,individual,1
CUST_0574,individual,1
CUST_0575,individual,1
CUST_0576,individual,3
CUST_0577,individual,1
CUST_0578,business,2
CUST_0579,individual,1
CUST_0580,individual,2
CUST_0581,individual,1
CUST_0582,individual,1
CUST_0583,individual,1
CUST_0584,individual,1
CUST_0585,individual,1
CUST_0586,individual,1
CUST_0587,individual,1
CUST_0588,individual,1
CUST_0589,individual,1
CUST_0590,individual,1
CUST_0591,individual,1
CUST_0592,individual,2
CUST_0593,individual,1
CUST_0594,individual,1
CUST_0595,individual,1
CUST_0596,individual,1
CUST_0597,individual,1
CUST_0598,individual,3
CUST_0599,individual,1
CUST_0600,individual,1
CUST_0601,individual,1
CUST_0602,individual,1
CUST_0603,individual,1
CUST_0604,individual,1
CUST_0605,individual,2
CUST_0606,individual,1
CUST_0607,individual,1
CUST_0608,individual,1
CUST_0609,individual,1
CUST_0610,individual,1
CUST_0611,individual,1
CUST_0612,individual,1
CUST_0613,individual,1
CUST_0614,individual,1
CUST_0615,individual,1
CUST_0616,individual,1
CUST_0617,individual,1
CUST_0618,individual,1
CUST_0619,individual,1
CUST_0620,individual,1
CUST_0621,individual,1
CUST_0622,individual,1
CUST_0623,individual,1
CUST_0624,individual,1
CUST_0625,individual,1
CUST_0626,individual,1
CUST_0627,individual,1
CUST_0628,individual,1
CUST_0629,individual,1
CUST_0630,individual,1
CUST_0631,individual,1
CUST_0632,individual,1
CUST_0633,institutional,1
CUST_0634,individual,1
CUST_0635,individual,1
CUST_0636,individual,1
CUST_0637,individual,1
CUST_0638,individual,1
CUST_0639,individual,1
CUST_0640,individual,1
CUST_0641,individual,1
CUST_0642,individual,1
CUST_0643,individual,1
CUST_0644,individual,1
CUST_0645,individual,1
CUST_0646,individual,1
CUST_0647,individual,1
CUST_0648,individual,1
CUST_0649,individual,1
CUST_0650,individual,1
CUST_0651,institutional,1
CUST_0652,individual,1
CUST_0653,individual,1
CUST_0654,individual,1
CUST_0655,individual,1
CUST_0656,individual,1
CUST_0657,business,1
CUST_0658,individual,1
CUST_0659,individual,1
CUST_0660,individual,1
CUST_0661,individual,2
CUST_0662,individual,1
CUST_0663,individual,1
CUST_0664,individual,1
CUST_0665,individual,1
CUST_0666,individual,1
CUST_0667,individual,1
CUST_0668,individual,1
CUST_0669,individual,1
CUST_0670,individual,1
CUST_0671,individual,1
CUST_0672,individual,1
CUST_0673,individual,1
CUST_0674,individual,1
CUST_0675,individual,1
CUST_0676,individual,1
CUST_0677,individual,2
CUST_0678,individual,1
CUST_0679,individual,1
CUST_0680,individual,1
CUST_0681,individual,1
CUST_0682,individual,1
CUST_0683,individual,1
CUST_0684,individual,1
CUST_0685,individual,1
CUST_0686,individual,1
CUST_0687,individual,1
CUST_0688,individual,1
CUST_0689,individual,1
CUST_0690,individual,1
CUST_0691,individual,1
CUST_0692,individual,1
CUST_0693,individual,1
CUST_0694,individual,1
CUST_0695,individual,1
CUST_0696,individual,1
CUST_0697,individual,2
CUST_0698,individual,1
CUST_0699,individual,1
CUST_0700,individual,1
CUST_0701,individual,2
CUST_0702,individual,1
CUST_0703,individual,2
CUST_0704,individual,1
CUST_0705,individual,3
CUST_0706,individual,1
CUST_0707,individual,2
CUST_0708,individual,1
CUST_0709,individual,1
CUST_0710,individual,1
CUST_0711,individual,1
CUST_0712,individual,1
CUST_0713,individual,1
CUST_0714,individual,1
CUST_0715,individual,1
CUST_0716,individual,1
CUST_0717,individual,1
CUST_0718,individual,1
CUST_0719,individual,1
CUST_0720,individual,1
CUST_0721,individual,1
CUST_0722,individual,1
CUST_0723,individual,1
CUST_0724,individual,1
CUST_0725,individual,1
CUST_0726,individual,1
CUST_0727,individual,1
CUST_0728,individual,1
CUST_0729,individual,1
CUST_0730,individual,1
CUST_0731,individual,1
CUST_0732,individual,1
CUST_0733,individual,1
CUST_0734,individual,1
CUST_0735,individual,5
CUST_0736,individual,1
CUST_0737,individual,1
CUST_0738,individual,1
CUST_0739,individual,1
CUST_0740,individual,1
CUST_0741,individual,1
CUST_0742,individual,1
CUST_0743,individual,1
CUST_0744,individual,1
CUST_0745,individual,2
CUST_0746,individual,1
CUST_0747,individual,1
CUST_0748,individual,1
CUST_0749,individual,1
CUST_0750,individual,1
CUST_0751,individual,2
CUST_0752,business,1
CUST_0753,individual,1
CUST_0754,individual,1
CUST_0755,individual,1
CUST_0756,individual,1
CUST_0757,individual,1
CUST_0758,individual,1
CUST_0759,individual,1
CUST_0760,individual,1
CUST_0761,individual,1
CUST_0762,individual,1
CUST_0763,individual,1
CUST_0764,individual,1
CUST_0765,individual,1
CUST_0766,individual,1
CUST_0767,institutional,1
CUST_0768,individual,1
CUST_0769,individual,1
CUST_0770,individual,1
CUST_0771,individual,1
CUST_0772,individual,1
CUST_0773,individual,1
CUST_0774,individual,1
CUST_0775,individual,1
CUST_0776,individual,1
CUST_0777,individual,1
CUST_0778,business,1
CUST_0779,individual,1
CUST_0780,individual,1
CUST_0781,individual,1
CUST_0782,business,1
CUST_0783,individual,1
CUST_0784,individual,1
CUST_0785,individual,1
CUST_0786,individual,1
CUST_0787,individual,3
CUST_0788,individual,1
CUST_0789,individual,1
CUST_0790,individual,1
CUST_0791,individual,1
CUST_0792,individual,1
CUST_0793,individual,1
CUST_0794,individual,1
CUST_0795,individual,1
CUST_0796,individual,1
CUST_0797,individual,1
CUST_0798,individual,1
CUST_0799,individual,1
CUST_0800,individual,1
CUST_0801,individual,1
CUST_0802,individual,1
CUST_0803,individual,1
CUST_0804,individual,1
CUST_0805,individual,1
CUST_0806,individual,1
CUST_0807,individual,1
CUST_0808,individual,1
CUST_0809,individual,1
CUST_0810,individual,1
CUST_0811,individual,1
CUST_0812,individual,1
CUST_0813,individual,1
CUST_0814,individual,1
CUST_0815,individual,1
CUST_0816,individual,1
CUST_0817,individual,1
CUST_0818,individual,1
CUST_0819,individual,1
CUST_0820,individual,1
CUST_0821,individual,1
CUST_0822,individual,1
CUST_0823,individual,1
CUST_0824,individual,1
CUST_0825,individual,1
CUST_0826,individual,1
CUST_0827,individual,1
CUST_0828,individual,1
CUST_0829,individual,1
CUST_0830,individual,1
CUST_0831,individual,1
CUST_0832,individual,1
CUST_0833,individual,1
CUST_0834,individual,1
CUST_0835,individual,1
CUST_0836,individual,1
CUST_0837,individual,1
CUST_0838,individual,1
CUST_0839,individual,1
CUST_0840,individual,1
CUST_0841,individual,1
CUST_0842,individual,1
CUST_0843,individual,1
CUST_0844,individual,1
CUST_0845,individual,1
CUST_0846,individual,2
CUST_0847,individual,1
CUST_0848,individual,1
CUST_0849,individual,1
CUST_0850,business,1
CUST_0851,individual,1
CUST_0852,individual,1
CUST_0853,individual,1
CUST_0854,individual,1
CUST_0855,individual,1
CUST_0856,individual,1
CUST_0857,individual,1
CUST_0858,individual,1
CUST_0859,individual,1
CUST_0860,individual,1
CUST_0861,individual,1
CUST_0862,individual,1
CUST_0863,individual,1
CUST_0864,individual,1
CUST_0865,individual,1
CUST_0866,individual,1
CUST_0867,individual,1
CUST_0868,individual,1
CUST_0869,individual,1
CUST_0870,individual,1
CUST_0871,individual,1
CUST_0872,individual,1
CUST_0873,individual,1
CUST_0874,individual,1
CUST_0875,individual,1
CUST_0876,individual,1
CUST_0877,individual,1
CUST_0878,individual,1
CUST_0879,individual,1
CUST_0880,individual,1
CUST_0881,individual,1
CUST_0882,individual,1
CUST_0883,individual,1
CUST_0884,individual,1
CUST_0885,individual,1
CUST_0886,individual,1
CUST_0887,individual,1
CUST_0888,individual,1
CUST_0889,individual,1
CUST_0890,individual,1
CUST_0891,individual,1
CUST_0892,individual,1
CUST_0893,individual,1
CUST_0894,individual,1
CUST_0895,individual,1
CUST_0896,individual,1
CUST_0897,individual,1
CUST_0898,individual,2
CUST_0899,individual,1
CUST_0900,individual,1
CUST_0901,individual,1
CUST_0902,individual,1
CUST_0903,individual,1
CUST_0904,individual,1
CUST_0905,individual,2
CUST_0906,individual,1
CUST_0907,individual,1
CUST_0908,individual,1
CUST_0909,individual,1
CUST_0910,individual,1
CUST_0911,individual,1
CUST_0912,individual,1
CUST_0913,individual,1
CUST_0914,individual,1
CUST_0915,individual,1
CUST_0916,individual,1
CUST_0917,institutional,1
CUST_0918,individual,1
CUST_0919,individual,1
CUST_0920,individual,1
CUST_0921,individual,1
CUST_0922,individual,1
CUST_0923,individual,1
CUST_0924,individual,1
CUST_0925,individual,1
CUST_0926,individual,1
CUST_0927,individual,1
CUST_0928,individual,1
CUST_0929,individual,1
CUST_0930,individual,1
CUST_0931,individual,1
CUST_0932,individual,1
CUST_0933,individual,1
CUST_0934,individual,1
CUST_0935,individual,1
CUST_0936,individual,1
CUST_0937,individual,1
CUST_0938,individual,1
CUST_0939,individual,1
CUST_0940,individual,1
CUST_0941,individual,1
CUST_0942,individual,1
CUST_0943,individual,1
CUST_0944,individual,1
CUST_0945,individual,1
CUST_0946,individual,1
CUST_0947,individual,1
CUST_0948,individual,1
CUST_0949,individual,1
CUST_0950,individual,1
CUST_0951,individual,1
CUST_0952,individual,1
CUST_0953,individual,1
CUST_0954,individual,1
CUST_0955,individual,1
CUST_0956,individual,1
CUST_0957,individual,1
CUST_0958,individual,1
CUST_0959,individual,1
CUST_0960,individual,1
CUST_0961,individual,1
CUST_0962,institutional,1
CUST_0963,individual,1
CUST_0964,individual,1
CUST_0965,individual,1
CUST_0966,individual,1
CUST_0967,individual,1
CUST_0968,individual,1
CUST_0969,individual,1
CUST_0970,individual,1
CUST_0971,individual,1
CUST_0972,individual,1
CUST_0973,individual,1
CUST_0974,individual,1
CUST_0975,individual,1
CUST_0976,individual,1
CUST_0977,individual,1
CUST_0978,individual,1
CUST_0979,individual,1
CUST_0980,individual,1
CUST_0981,individual,1
CUST_0982,individual,1
CUST_0983,individual,1
CUST_0984,individual,1
CUST_0985,individual,1
CUST_0986,individual,1
CUST_0987,individual,1
CUST_0988,individual,1
CUST_0989,individual,1
CUST_0990,individual,1
CUST_0991,individual,1
CUST_0992,individual,1
CUST_0993,individual,1
CUST_0994,individual,1
CUST_0995,individual,1
CUST_0996,individual,1
CUST_0997,individual,1
CUST_0998,individual,1
CUST_0999,individual,1
CUST_1000,individual,1
CUST_1001,individual,1
CUST_1002,individual,1
CUST_1003,individual,1
CUST_1004,individual,1
CUST_1005,business,1
CUST_1006,individual,1
CUST_1007,individual,1
CUST_1008,individual,1
CUST_1009,business,1
CUST_1010,individual,1
CUST_1011,individual,1
CUST_1012,individual,1
CUST_1013,individual,1
CUST_1014,individual,1
CUST_1015,individual,1
CUST_1016,individual,1
CUST_1017,individual,1
CUST_1018,individual,1
CUST_1019,individual,1
CUST_1020,individual,1
CUST_1021,individual,1
CUST_1022,individual,1
CUST_1023,individual,1
CUST_1024,individual,1
CUST_1025,individual,1
CUST_1026,individual,1
CUST_1027,individual,1
CUST_1028,individual,1
CUST_1029,individual,1
CUST_1030,individual,1
CUST_1031,individual,1
CUST_1032,individual,1
CUST_1033,individual,1
CUST_1034,individual,1
CUST_1035,individual,1
CUST_1036,individual,1
CUST_1037,business,1
CUST_1038,individual,1
CUST_1039,individual,1
CUST_1040,individual,1
CUST_1041,individual,1
CUST_1042,individual,1
CUST_1043,individual,1
CUST_1044,individual,1
CUST_1045,individual,1
CUST_1046,individual,1
CUST_1047,individual,1
CUST_1048,individual,1
CUST_1049,individual,1
CUST_1050,individual,1
CUST_1051,individual,1
CUST_1052,individual,1
CUST_1053,individual,1
CUST_1054,individual,1
CUST_1055,individual,1
CUST_1056,individual,1
CUST_1057,individual,1
CUST_1058,individual,1
CUST_1059,individual,1
CUST_1060,individual,1
CUST_1061,individual,1
CUST_1062,individual,1
CUST_1063,individual,1
CUST_1064,individual,1
CUST_1065,individual,1
CUST_1066,individual,1
CUST_1067,individual,1
CUST_1068,individual,1
CUST_1069,individual,1
CUST_1070,individual,1
CUST_1071,individual,1
CUST_1072,individual,1
CUST_1073,individual,1
CUST_1074,individual,1
CUST_1075,individual,1
CUST_1076,individual,1
CUST_1077,individual,1
CUST_1078,individual,2
CUST_1079,individual,1
CUST_1080,individual,1
CUST_1081,individual,1
CUST_1082,individual,1
CUST_1083,individual,1
CUST_1084,individual,1
CUST_1085,individual,1
CUST_1086,individual,1
CUST_1087,individual,1
CUST_1088,individual,1
CUST_1089,individual,1
CUST_1090,individual,1
CUST_1091,individual,1
CUST_1092,individual,1
CUST_1093,individual,1
CUST_1094,individual,1
CUST_1095,individual,1
CUST_1096,individual,1
CUST_1097,business,1
CUST_1098,individual,1
CUST_1099,individual,1
CUST_1100,individual,1
CUST_1101,business,1
CUST_1102,individual,1
CUST_1103,individual,1
CUST_1104,individual,1
CUST_1105,individual,1
CUST_1106,individual,1
CUST_1107,individual,1
CUST_1108,business,1
CUST_1109,individual,1
CUST_1110,individual,1
CUST_1111,individual,1
CUST_1112,individual,1
CUST_1113,individual,1
CUST_1114,individual,1
CUST_1115,individual,1
CUST_1116,individual,1
CUST_1117,individual,1
CUST_1118,individual,1
CUST_1119,individual,1
CUST_1120,individual,1
CUST_1121,individual,1
CUST_1122,individual,1
CUST_1123,individual,1
CUST_1124,individual,1
CUST_1125,business,1
CUST_1126,individual,1
CUST_1127,individual,1
CUST_1128,individual,1
CUST_1129,individual,1
CUST_1130,individual,1
CUST_1131,individual,1
CUST_1132,individual,1
CUST_1133,individual,1
CUST_1134,business,1
CUST_1135,individual,1
CUST_1136,individual,1
CUST_1137,individual,1
CUST_1138,individual,1
CUST_1139,individual,1
CUST_1140,individual,1
CUST_1141,individual,1
CUST_1142,individual,1
CUST_1143,individual,1
CUST_1144,individual,1
CUST_1145,individual,1
CUST_1146,individual,1
CUST_1147,individual,1
CUST_1148,individual,1
CUST_1149,individual,1
CUST_1150,individual,1
CUST_1151,individual,1
CUST_1152,individual,1
CUST_1153,individual,1
CUST_1154,individual,1
CUST_1155,individual,1
CUST_1156,individual,1
CUST_1157,individual,1
CUST_1158,individual,1
CUST_1159,individual,1
CUST_1160,individual,1
CUST_1161,business,1
CUST_1162,individual,1
CUST_1163,individual,1
CUST_1164,individual,1
CUST_1165,individual,1
